placement,augments,traits,champions
7,"['Gargantuan Resolve', 'Vampiric Blades']","[('Slayer', '3'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Kled', '1'), ('Sett', '2'), ('Zed', '3'), ('Katarina', '2'), ('Darius', '2'), ('Shen', '1'), ('Gwen', '1')]"
2,"['All That Shimmers', 'Social Distancing I', 'Know Your Enemy']","[('Technogenius', '1'), ('Demacia', '5'), ('Strategist', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Swain', '2'), ('Taliyah', '2'), ('Garen', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Heimerdinger', '1'), ('Sion', '2')]"
4,"['Phreaky Friday', 'Two Healthy', 'Harmacist II']","[('Slayer', '4'), ('Ionia', '3'), ('Noxus', '3'), ('Rogue', '2')]","[('Kayle', '2'), ('Swain', '2'), ('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Shen', '1'), ('Gwen', '1')]"
6,"['Cybernetic Leech II', 'Capricious Forge']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Strategist', '3'), ('Demacia', '3')]","[('Taliyah', '1'), ('Swain', '2'), ('Teemo', '2'), (""Vel'Koz"", '2'), ('Sona', '2'), ('Taric', '2'), ('Lux', '1'), ('Jarvan IV', '2')]"
4,"['Level Up!', 'Wellness Trust', 'Phreaky Friday+']","[('Empress', '1'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Bruiser', '2'), ('Invoker', '2')]","[('ApexTurret', 0), ('Karma', '1'), ('Shen', '2'), ('Jarvan IV', '2'), ('Sejuani', '2'), (""Bel'Veth"", '1'), ('Ahri', '1'), ('Heimerdinger', '2'), ('Senna', '2'), ('Sion', '2')]"
4,"['Social Distancing II', ""Shurima's Legacy""]","[('Freljord', '3'), ('Bruiser', '4'), ('Shurima', '3'), ('Deadeye', '2'), ('Juggernaut', '2')]","[('Renekton', '2'), ('Ashe', '2'), (""Rek'Sai"", '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Sejuani', '2'), ('Sion', '1')]"
4,"['Transfusion III', 'Job Well Done']","[('Ionia', '6'), ('Challenger', '4'), ('Invoker', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Karma', '2'), ('Kalista', '3'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ahri', '2')]"
1,"['Medium Forge', 'Harmacist III']","[('Gunner', '4'), ('Piltover', '3'), ('Redeemer', '1'), ('Technogenius', '1'), ('Bruiser', '3'), ('Zaun', '3')]","[('ApexTurret', 0), ('T-Hex', 0), ('Vi', '2'), ('Jinx', '3'), ('Jayce', '2'), ('Zeri', '1'), ('Urgot', '2'), ('Sejuani', '2'), ('Heimerdinger', '1'), ('Senna', '1'), ('Sion', '2')]"
5,"['Jeweled Lotus I', 'Masterful Job']","[('Freljord', '3'), ('Shurima', '3'), ('Bastion', '2'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Shen', '2'), ('Sejuani', '2')]"
1,"['Multicaster Heart', 'Mana Burn']","[('Multicaster', '4'), ('Strategist', '4'), ('Sorcerer', '2')]","[('Taliyah', '1'), ('Swain', '2'), ('Sett', '2'), ('Sett', '2'), ('Teemo', '2'), ('Taliyah', '3'), ('Taliyah', '3'), (""Vel'Koz"", '2'), ('Jarvan IV', '2')]"
1,"['Blood Money', 'Tons of Stats!', 'Job Well Done']","[('Slayer', '4'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Darius', '2'), ('Katarina', '3'), ('Shen', '2'), ('Gwen', '2')]"
2,"['All That Shimmers', 'Social Distancing I', 'Know Your Enemy']","[('Technogenius', '1'), ('Demacia', '5'), ('Strategist', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Swain', '2'), ('Taliyah', '2'), ('Garen', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Heimerdinger', '1'), ('Sion', '2')]"
4,"['Phreaky Friday', 'Two Healthy', 'Harmacist II']","[('Slayer', '4'), ('Ionia', '3'), ('Noxus', '3'), ('Rogue', '2')]","[('Kayle', '2'), ('Swain', '2'), ('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Shen', '1'), ('Gwen', '1')]"
6,"['Cybernetic Leech II', 'Capricious Forge']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Strategist', '3'), ('Demacia', '3')]","[('Taliyah', '1'), ('Swain', '2'), ('Teemo', '2'), (""Vel'Koz"", '2'), ('Sona', '2'), ('Taric', '2'), ('Lux', '1'), ('Jarvan IV', '2')]"
4,"['Level Up!', 'Wellness Trust', 'Phreaky Friday+']","[('Empress', '1'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Bruiser', '2'), ('Invoker', '2')]","[('ApexTurret', 0), ('Karma', '1'), ('Shen', '2'), ('Jarvan IV', '2'), ('Sejuani', '2'), (""Bel'Veth"", '1'), ('Ahri', '1'), ('Heimerdinger', '2'), ('Senna', '2'), ('Sion', '2')]"
4,"['Social Distancing II', ""Shurima's Legacy""]","[('Freljord', '3'), ('Bruiser', '4'), ('Shurima', '3'), ('Deadeye', '2'), ('Juggernaut', '2')]","[('Renekton', '2'), ('Ashe', '2'), (""Rek'Sai"", '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Sejuani', '2'), ('Sion', '1')]"
4,"['Transfusion III', 'Job Well Done']","[('Ionia', '6'), ('Challenger', '4'), ('Invoker', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Karma', '2'), ('Kalista', '3'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ahri', '2')]"
1,"['Medium Forge', 'Harmacist III']","[('Gunner', '4'), ('Piltover', '3'), ('Redeemer', '1'), ('Technogenius', '1'), ('Bruiser', '3'), ('Zaun', '3')]","[('ApexTurret', 0), ('T-Hex', 0), ('Vi', '2'), ('Jinx', '3'), ('Jayce', '2'), ('Zeri', '1'), ('Urgot', '2'), ('Sejuani', '2'), ('Heimerdinger', '1'), ('Senna', '1'), ('Sion', '2')]"
5,"['Jeweled Lotus I', 'Masterful Job']","[('Freljord', '3'), ('Shurima', '3'), ('Bastion', '2'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Shen', '2'), ('Sejuani', '2')]"
1,"['Multicaster Heart', 'Mana Burn']","[('Multicaster', '4'), ('Strategist', '4'), ('Sorcerer', '2')]","[('Taliyah', '1'), ('Swain', '2'), ('Sett', '2'), ('Sett', '2'), ('Teemo', '2'), ('Taliyah', '3'), ('Taliyah', '3'), (""Vel'Koz"", '2'), ('Jarvan IV', '2')]"
1,"['Blood Money', 'Tons of Stats!', 'Job Well Done']","[('Slayer', '4'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Darius', '2'), ('Katarina', '3'), ('Shen', '2'), ('Gwen', '2')]"
3,"['Two Healthy', 'Bronze Ticket', 'Mana Burn']","[('Strategist', '4'), ('Juggernaut', '3'), ('Shurima', '3'), ('Multicaster', '2')]","[('Swain', '2'), ('Sett', '2'), ('Warwick', '2'), ('Taliyah', '3'), ('Teemo', '3'), ('Azir', '1'), ('Jarvan IV', '1'), ('Nasus', '2')]"
3,"['Phreaky Friday+', 'Martyr']","[('Bruiser', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Void', '3')]","[('ApexTurret', 0), (""Cho'Gath"", '2'), ('Renekton', '2'), ('Vi', '3'), (""Rek'Sai"", '3'), (""Kai'Sa"", '1'), ('Sejuani', '1'), ('Heimerdinger', '1'), ('Senna', '1')]"
1,"['Two Healthy', 'Infusion', 'Jeweled Lotus II']","[('Juggernaut', '4'), ('Strategist', '3'), ('Shurima', '3'), ('Multicaster', '2')]","[('Teemo', '2'), ('Warwick', '2'), ('Warwick', '2'), ('Swain', '3'), ('Sett', '3'), ('Taliyah', '3'), ('Nasus', '1'), ('Azir', '2')]"
4,"['Jeweled Lotus I', 'You Have My Sword']","[('Targon', '4'), ('Deadeye', '4'), ('Bastion', '2'), ('Freljord', '2'), ('Invoker', '2')]","[('Ashe', '2'), ('Soraka', '2'), ('Taric', '2'), ('Akshan', '2'), ('Sejuani', '1'), ('Aphelios', '2'), ('Shen', '2'), ('Urgot', '2')]"
2,"['Two Healthy', 'Multicaster Heart']","[('Strategist', '5'), ('Multicaster', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Sett', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sona', '2'), ('Nasus', '2'), ('Lux', '2'), ('Jarvan IV', '2'), ('Sion', '1')]"
5,"['Jeweled Lotus II', 'Idealism', 'Sorcerer Crest']","[('Sorcerer', '6'), ('Demacia', '3'), ('Multicaster', '2'), ('Strategist', '2')]","[('Malzahar', '1'), ('Swain', '2'), (""Vel'Koz"", '2'), ('Sona', '3'), ('Taric', '3'), ('Jarvan IV', '1'), ('Lux', '2')]"
1,"['Challenger Crest', 'Mana Burn']","[('Challenger', '8'), ('Technogenius', '1'), ('Ionia', '3'), ('Juggernaut', '2')]","[('ApexTurret', 0), ('Samira', '2'), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), (""Kai'Sa"", '2'), ('Yasuo', '3'), ('Heimerdinger', '2')]"
8,"['Zaun Heart', 'Unified Resistance I']","[('Piltover', '3'), ('Zaun', '4'), ('Challenger', '2'), ('Gunner', '2')]","[('T-Hex', 0), ('Irelia', '2'), ('Jinx', '1'), ('Vi', '2'), ('Warwick', '2'), ('Ekko', '1'), ('Jayce', '1')]"
1,"['Cybernetic Bulk I', 'Combat Caster']","[('Shadow Isles', '6'), ('Darkin', '1'), ('Redeemer', '1'), ('Technogenius', '1'), ('Bastion', '2'), ('Challenger', '2'), ('Slayer', '2')]","[('ApexTurret', 0), ('Viego', '2'), ('Maokai', '3'), ('Kalista', '3'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Senna', '1'), ('Aatrox', '1')]"
5,"['Dedication', 'Long Distance Pals II']","[('Ionia', '6'), ('Challenger', '4'), ('Juggernaut', '2')]","[('Jhin', '2'), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Karma', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2')]"
3,"['Two Healthy', 'Bronze Ticket', 'Mana Burn']","[('Strategist', '4'), ('Juggernaut', '3'), ('Shurima', '3'), ('Multicaster', '2')]","[('Swain', '2'), ('Sett', '2'), ('Warwick', '2'), ('Taliyah', '3'), ('Teemo', '3'), ('Azir', '1'), ('Jarvan IV', '1'), ('Nasus', '2')]"
3,"['Phreaky Friday+', 'Martyr']","[('Bruiser', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Void', '3')]","[('ApexTurret', 0), (""Cho'Gath"", '2'), ('Renekton', '2'), ('Vi', '3'), (""Rek'Sai"", '3'), (""Kai'Sa"", '1'), ('Sejuani', '1'), ('Heimerdinger', '1'), ('Senna', '1')]"
1,"['Two Healthy', 'Infusion', 'Jeweled Lotus II']","[('Juggernaut', '4'), ('Strategist', '3'), ('Shurima', '3'), ('Multicaster', '2')]","[('Teemo', '2'), ('Warwick', '2'), ('Warwick', '2'), ('Swain', '3'), ('Sett', '3'), ('Taliyah', '3'), ('Nasus', '1'), ('Azir', '2')]"
4,"['Jeweled Lotus I', 'You Have My Sword']","[('Targon', '4'), ('Deadeye', '4'), ('Bastion', '2'), ('Freljord', '2'), ('Invoker', '2')]","[('Ashe', '2'), ('Soraka', '2'), ('Taric', '2'), ('Akshan', '2'), ('Sejuani', '1'), ('Aphelios', '2'), ('Shen', '2'), ('Urgot', '2')]"
2,"['Two Healthy', 'Multicaster Heart']","[('Strategist', '5'), ('Multicaster', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Sett', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sona', '2'), ('Nasus', '2'), ('Lux', '2'), ('Jarvan IV', '2'), ('Sion', '1')]"
5,"['Jeweled Lotus II', 'Idealism', 'Sorcerer Crest']","[('Sorcerer', '6'), ('Demacia', '3'), ('Multicaster', '2'), ('Strategist', '2')]","[('Malzahar', '1'), ('Swain', '2'), (""Vel'Koz"", '2'), ('Sona', '3'), ('Taric', '3'), ('Jarvan IV', '1'), ('Lux', '2')]"
1,"['Challenger Crest', 'Mana Burn']","[('Challenger', '8'), ('Technogenius', '1'), ('Ionia', '3'), ('Juggernaut', '2')]","[('ApexTurret', 0), ('Samira', '2'), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), (""Kai'Sa"", '2'), ('Yasuo', '3'), ('Heimerdinger', '2')]"
8,"['Zaun Heart', 'Unified Resistance I']","[('Piltover', '3'), ('Zaun', '4'), ('Challenger', '2'), ('Gunner', '2')]","[('T-Hex', 0), ('Irelia', '2'), ('Jinx', '1'), ('Vi', '2'), ('Warwick', '2'), ('Ekko', '1'), ('Jayce', '1')]"
1,"['Cybernetic Bulk I', 'Combat Caster']","[('Shadow Isles', '6'), ('Darkin', '1'), ('Redeemer', '1'), ('Technogenius', '1'), ('Bastion', '2'), ('Challenger', '2'), ('Slayer', '2')]","[('ApexTurret', 0), ('Viego', '2'), ('Maokai', '3'), ('Kalista', '3'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Senna', '1'), ('Aatrox', '1')]"
5,"['Dedication', 'Long Distance Pals II']","[('Ionia', '6'), ('Challenger', '4'), ('Juggernaut', '2')]","[('Jhin', '2'), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Karma', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2')]"
8,"['Level Up!', 'Tiny Grab Bag', 'Hedge Fund++']","[('Darkin', '1'), ('Juggernaut', '4'), ('Ionia', '4'), ('Challenger', '2'), ('Sorcerer', '2')]","[('Malzahar', '1'), ('Irelia', '1'), ('Sett', '1'), ('Warwick', '2'), ('Shen', '1'), ('Nasus', '2'), ('Aatrox', '1'), ('Sion', '2'), ('Ahri', '2')]"
5,"['Long Distance Pals II', 'Big Grab Bag', 'Tactical Superiority']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Nasus', '1'), ('Azir', '1'), ('Lux', '2'), ('Jarvan IV', '2')]"
1,"['Level Up!', 'Giant Grab Bag', 'Scoped Weapons']","[('Darkin', '1'), ('Empress', '1'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Bastion', '2'), ('Invoker', '2'), ('Shadow Isles', '2'), ('Slayer', '2')]","[('ApexTurret', 0), ('Karma', '1'), ('Shen', '2'), ('Gwen', '2'), ('Senna', '1'), ('Sion', '1'), (""Bel'Veth"", '2'), ('Heimerdinger', '2'), ('Ahri', '2'), ('Aatrox', '2')]"
5,"['Challenger Heart', 'Not Today']","[('Challenger', '8'), ('Empress', '1'), ('Ionia', '3')]","[('Samira', '1'), ('Irelia', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Shen', '1'), (""Kai'Sa"", '1'), ('Yasuo', '2'), (""Bel'Veth"", '1')]"
1,"['Double Trouble III', 'Bronze Ticket', 'Long Distance Pals II']","[('Darkin', '1'), ('Shurima', '3'), ('Multicaster', '2'), ('Strategist', '2')]","[('Taliyah', '2'), ('Teemo', '2'), ('Taliyah', '3'), ('Azir', '1'), (""K'Sante"", '1'), (""K'Sante"", '1'), ('Sion', '2'), ('Sion', '2'), ('Aatrox', '2')]"
7,"['Big Grab Bag', 'Total Domination']","[('Noxus', '6'), ('Strategist', '2')]","[('Swain', '2'), ('Kled', '2'), ('Lissandra', '1'), ('Katarina', '2'), ('Darius', '2'), ('Azir', '1'), ('Sion', '1')]"
4,"['Challenger Heart', 'Defensive Dash']","[('Challenger', '6'), ('Redeemer', '1'), ('Ionia', '3'), ('Shadow Isles', '2')]","[('Irelia', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Senna', '1')]"
7,"['Big Grab Bag', 'Well-Earned Comforts III']","[('Slayer', '4'), ('Ionia', '3'), ('Rogue', '2')]","[('Kayle', '1'), ('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Shen', '1'), ('Gwen', '2')]"
6,"['Two Healthy', 'Jeweled Lotus I', 'Social Distancing II']","[('Multicaster', '2'), ('Strategist', '2')]","[('Taliyah', '1'), ('Swain', '2'), ('Taliyah', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sett', '3')]"
3,"['Giant Grab Bag', 'Well-Earned Comforts III']","[('Darkin', '1'), ('Slayer', '4'), ('Ionia', '3'), ('Juggernaut', '3'), ('Noxus', '3'), ('Rogue', '2')]","[('Sett', '2'), ('Zed', '3'), ('Kled', '3'), ('Darius', '2'), ('Katarina', '3'), ('Shen', '1'), ('Gwen', '1'), ('Aatrox', '1')]"
8,"['Level Up!', 'Tiny Grab Bag', 'Hedge Fund++']","[('Darkin', '1'), ('Juggernaut', '4'), ('Ionia', '4'), ('Challenger', '2'), ('Sorcerer', '2')]","[('Malzahar', '1'), ('Irelia', '1'), ('Sett', '1'), ('Warwick', '2'), ('Shen', '1'), ('Nasus', '2'), ('Aatrox', '1'), ('Sion', '2'), ('Ahri', '2')]"
5,"['Long Distance Pals II', 'Big Grab Bag', 'Tactical Superiority']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Nasus', '1'), ('Azir', '1'), ('Lux', '2'), ('Jarvan IV', '2')]"
1,"['Level Up!', 'Giant Grab Bag', 'Scoped Weapons']","[('Darkin', '1'), ('Empress', '1'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Bastion', '2'), ('Invoker', '2'), ('Shadow Isles', '2'), ('Slayer', '2')]","[('ApexTurret', 0), ('Karma', '1'), ('Shen', '2'), ('Gwen', '2'), ('Senna', '1'), ('Sion', '1'), (""Bel'Veth"", '2'), ('Heimerdinger', '2'), ('Ahri', '2'), ('Aatrox', '2')]"
5,"['Challenger Heart', 'Not Today']","[('Challenger', '8'), ('Empress', '1'), ('Ionia', '3')]","[('Samira', '1'), ('Irelia', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Shen', '1'), (""Kai'Sa"", '1'), ('Yasuo', '2'), (""Bel'Veth"", '1')]"
1,"['Double Trouble III', 'Bronze Ticket', 'Long Distance Pals II']","[('Darkin', '1'), ('Shurima', '3'), ('Multicaster', '2'), ('Strategist', '2')]","[('Taliyah', '2'), ('Teemo', '2'), ('Taliyah', '3'), ('Azir', '1'), (""K'Sante"", '1'), (""K'Sante"", '1'), ('Sion', '2'), ('Sion', '2'), ('Aatrox', '2')]"
7,"['Big Grab Bag', 'Total Domination']","[('Noxus', '6'), ('Strategist', '2')]","[('Swain', '2'), ('Kled', '2'), ('Lissandra', '1'), ('Katarina', '2'), ('Darius', '2'), ('Azir', '1'), ('Sion', '1')]"
4,"['Challenger Heart', 'Defensive Dash']","[('Challenger', '6'), ('Redeemer', '1'), ('Ionia', '3'), ('Shadow Isles', '2')]","[('Irelia', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Senna', '1')]"
7,"['Big Grab Bag', 'Well-Earned Comforts III']","[('Slayer', '4'), ('Ionia', '3'), ('Rogue', '2')]","[('Kayle', '1'), ('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Shen', '1'), ('Gwen', '2')]"
6,"['Two Healthy', 'Jeweled Lotus I', 'Social Distancing II']","[('Multicaster', '2'), ('Strategist', '2')]","[('Taliyah', '1'), ('Swain', '2'), ('Taliyah', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sett', '3')]"
3,"['Giant Grab Bag', 'Well-Earned Comforts III']","[('Darkin', '1'), ('Slayer', '4'), ('Ionia', '3'), ('Juggernaut', '3'), ('Noxus', '3'), ('Rogue', '2')]","[('Sett', '2'), ('Zed', '3'), ('Kled', '3'), ('Darius', '2'), ('Katarina', '3'), ('Shen', '1'), ('Gwen', '1'), ('Aatrox', '1')]"
2,"['Social Distancing I', 'Medium Forge', 'Social Distancing II']","[('Challenger', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '4'), ('Juggernaut', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Samira', '1'), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '1'), ('Senna', '2')]"
1,"['Multicaster Soul', 'Harmacist III']","[('Multicaster', '4'), ('Technogenius', '1')]","[('ApexTurret', 0), ('Taliyah', '1'), ('Taliyah', '1'), ('Sett', '2'), ('Teemo', '2'), ('Taliyah', '3'), ('Sett', '3'), ('Taliyah', '3'), (""Vel'Koz"", '2'), (""K'Sante"", '1'), ('Heimerdinger', '1')]"
2,"['Unified Resistance I', 'Social Distancing II']","[('Challenger', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Samira', '2'), ('Irelia', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '2'), ('Senna', '2')]"
8,"['A Cut Above', 'Medium Forge', 'Martyr']","[('Freljord', '3'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2')]","[('Taliyah', '1'), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '1'), ('Sejuani', '2'), ('Sion', '1')]"
6,"['Stable Evolution', 'Small Forge', 'Unified Resistance II']","[('Void', '6'), ('Bruiser', '2'), ('Challenger', '2'), ('Sorcerer', '2')]","[('Malzahar', '2'), (""Cho'Gath"", '2'), ('Kassadin', '3'), (""Rek'Sai"", '2'), (""Vel'Koz"", '3'), ('Yasuo', '2'), (""Kai'Sa"", '2')]"
1,"['Double Trouble III', 'Small Forge', 'Job Well Done']","[('Shurima', '3'), ('Multicaster', '2'), ('Strategist', '2')]","[('Swain', '2'), ('Sett', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sett', '3'), ('Taliyah', '3'), ('Akshan', '1'), (""K'Sante"", '1'), (""K'Sante"", '1')]"
6,"['Rogue Crown', 'Slayer Heart', 'Job Well Done']","[('Slayer', '4'), ('Ionia', '3'), ('Rogue', '3'), ('Juggernaut', '2')]","[('Kayle', '1'), ('Irelia', '2'), ('Sett', '2'), ('Zed', '3'), ('Kled', '3'), ('Katarina', '2')]"
2,"[""Shurima's Legacy"", 'Unified Resistance I', 'Mana Burn']","[('Freljord', '3'), ('Technogenius', '1'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('ApexTurret', 0), ('Ashe', '2'), ('Akshan', '2'), ('Lissandra', '3'), ('Nasus', '2'), ('Jarvan IV', '2'), ('Sejuani', '2'), ('Heimerdinger', '1'), ('Sion', '2')]"
5,"[""Three's Company"", 'Idealism', 'Healing Orbs II']","[('Noxus', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Juggernaut', '2'), ('Strategist', '2')]","[('ApexTurret', 0), ('Swain', '2'), ('Katarina', '2'), ('Darius', '3'), ('Nasus', '1'), ('Azir', '1'), ('Heimerdinger', '1'), ('Senna', '1')]"
5,"['Double Trouble II', 'Know Your Enemy']","[('Wanderer', '1'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Strategist', '2')]","[('Swain', '2'), ('Sett', '2'), ('Sett', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Taliyah', '3'), ('Ryze: Targon', '1'), (""K'Sante"", '1')]"
2,"['Social Distancing I', 'Medium Forge', 'Social Distancing II']","[('Challenger', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '4'), ('Juggernaut', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Samira', '1'), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '1'), ('Senna', '2')]"
1,"['Multicaster Soul', 'Harmacist III']","[('Multicaster', '4'), ('Technogenius', '1')]","[('ApexTurret', 0), ('Taliyah', '1'), ('Taliyah', '1'), ('Sett', '2'), ('Teemo', '2'), ('Taliyah', '3'), ('Sett', '3'), ('Taliyah', '3'), (""Vel'Koz"", '2'), (""K'Sante"", '1'), ('Heimerdinger', '1')]"
2,"['Unified Resistance I', 'Social Distancing II']","[('Challenger', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Samira', '2'), ('Irelia', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '2'), ('Senna', '2')]"
8,"['A Cut Above', 'Medium Forge', 'Martyr']","[('Freljord', '3'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2')]","[('Taliyah', '1'), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '1'), ('Sejuani', '2'), ('Sion', '1')]"
6,"['Stable Evolution', 'Small Forge', 'Unified Resistance II']","[('Void', '6'), ('Bruiser', '2'), ('Challenger', '2'), ('Sorcerer', '2')]","[('Malzahar', '2'), (""Cho'Gath"", '2'), ('Kassadin', '3'), (""Rek'Sai"", '2'), (""Vel'Koz"", '3'), ('Yasuo', '2'), (""Kai'Sa"", '2')]"
1,"['Double Trouble III', 'Small Forge', 'Job Well Done']","[('Shurima', '3'), ('Multicaster', '2'), ('Strategist', '2')]","[('Swain', '2'), ('Sett', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sett', '3'), ('Taliyah', '3'), ('Akshan', '1'), (""K'Sante"", '1'), (""K'Sante"", '1')]"
6,"['Rogue Crown', 'Slayer Heart', 'Job Well Done']","[('Slayer', '4'), ('Ionia', '3'), ('Rogue', '3'), ('Juggernaut', '2')]","[('Kayle', '1'), ('Irelia', '2'), ('Sett', '2'), ('Zed', '3'), ('Kled', '3'), ('Katarina', '2')]"
2,"[""Shurima's Legacy"", 'Unified Resistance I', 'Mana Burn']","[('Freljord', '3'), ('Technogenius', '1'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('ApexTurret', 0), ('Ashe', '2'), ('Akshan', '2'), ('Lissandra', '3'), ('Nasus', '2'), ('Jarvan IV', '2'), ('Sejuani', '2'), ('Heimerdinger', '1'), ('Sion', '2')]"
